fname,label,manually_verified
flute_piece55425.wav,flute,1
violin_piece77656.wav,violin,1
violin_piece90209.wav,violin,1
guitar_piece85677.wav,guitar,1
guitar_piece30349.wav,guitar,1
piano_piece2424.wav,piano,1
harp_piece22285.wav,harp,1
harp_piece56643.wav,harp,1
harp_piece57764.wav,harp,1
piano_piece4314.wav,piano,1
piano_piece53662.wav,piano,1
guitar_piece90479.wav,guitar,1
flute_piece94634.wav,flute,1
piano_piece353.wav,piano,1
guitar_piece15431.wav,guitar,1
violin_piece29149.wav,violin,1
violin_piece28722.wav,violin,1
harp_piece20319.wav,harp,1
guitar_piece44516.wav,guitar,1
violin_piece15351.wav,violin,1
harp_piece68621.wav,harp,1
flute_piece59680.wav,flute,1
piano_piece7375.wav,piano,1
harp_piece18840.wav,harp,1
flute_piece47739.wav,flute,1
flute_piece84456.wav,flute,1
guitar_piece9291.wav,guitar,1
harp_piece27331.wav,harp,1
harp_piece47149.wav,harp,1
guitar_piece87656.wav,guitar,1
flute_piece13839.wav,flute,1
flute_piece98721.wav,flute,1
piano_piece70154.wav,piano,1
guitar_piece9929.wav,guitar,1
guitar_piece55578.wav,guitar,1
flute_piece17044.wav,flute,1
flute_piece67622.wav,flute,1
harp_piece199.wav,harp,1
violin_piece98873.wav,violin,1
harp_piece82135.wav,harp,1
guitar_piece29937.wav,guitar,1
harp_piece69239.wav,harp,1
harp_piece79720.wav,harp,1
guitar_piece96732.wav,guitar,1
piano_piece64428.wav,piano,1
violin_piece44014.wav,violin,1
flute_piece56533.wav,flute,1
piano_piece54601.wav,piano,1
guitar_piece16995.wav,guitar,1
flute_piece8032.wav,flute,1
guitar_piece67100.wav,guitar,1
harp_piece26045.wav,harp,1
piano_piece3192.wav,piano,1
harp_piece89942.wav,harp,1
flute_piece78612.wav,flute,1
harp_piece80188.wav,harp,1
harp_piece98176.wav,harp,1
harp_piece26320.wav,harp,1
flute_piece36923.wav,flute,1
guitar_piece52269.wav,guitar,1
harp_piece25411.wav,harp,1
violin_piece72733.wav,violin,1
guitar_piece60191.wav,guitar,1
flute_piece56975.wav,flute,1
piano_piece63582.wav,piano,1
harp_piece98258.wav,harp,1
harp_piece6303.wav,harp,1
guitar_piece90383.wav,guitar,1
violin_piece66389.wav,violin,1
harp_piece34119.wav,harp,1
violin_piece4247.wav,violin,1
piano_piece4323.wav,piano,1
guitar_piece34679.wav,guitar,1
harp_piece34120.wav,harp,1
piano_piece99264.wav,piano,1
flute_piece47265.wav,flute,1
flute_piece13474.wav,flute,1
piano_piece60896.wav,piano,1
piano_piece75190.wav,piano,1
piano_piece60089.wav,piano,1
flute_piece73136.wav,flute,1
piano_piece10870.wav,piano,1
piano_piece23655.wav,piano,1
guitar_piece14912.wav,guitar,1
guitar_piece27180.wav,guitar,1
guitar_piece98922.wav,guitar,1
guitar_piece59686.wav,guitar,1
harp_piece58028.wav,harp,1
violin_piece3035.wav,violin,1
piano_piece84244.wav,piano,1
flute_piece94429.wav,flute,1
violin_piece62902.wav,violin,1
harp_piece7838.wav,harp,1
piano_piece77960.wav,piano,1
harp_piece87596.wav,harp,1
piano_piece60221.wav,piano,1
flute_piece33209.wav,flute,1
violin_piece7517.wav,violin,1
harp_piece74086.wav,harp,1
violin_piece90621.wav,violin,1
violin_piece73934.wav,violin,1
guitar_piece37154.wav,guitar,1
guitar_piece74432.wav,guitar,1
piano_piece45885.wav,piano,1
harp_piece21299.wav,harp,1
harp_piece76123.wav,harp,1
violin_piece60796.wav,violin,1
harp_piece51199.wav,harp,1
violin_piece35941.wav,violin,1
harp_piece87030.wav,harp,1
guitar_piece48255.wav,guitar,1
harp_piece66778.wav,harp,1
flute_piece65277.wav,flute,1
violin_piece59906.wav,violin,1
flute_piece50442.wav,flute,1
harp_piece99168.wav,harp,1
piano_piece63415.wav,piano,1
guitar_piece45413.wav,guitar,1
harp_piece20514.wav,harp,1
piano_piece38939.wav,piano,1
piano_piece15198.wav,piano,1
flute_piece6787.wav,flute,1
flute_piece86086.wav,flute,1
harp_piece92042.wav,harp,1
guitar_piece77351.wav,guitar,1
flute_piece57530.wav,flute,1
harp_piece19531.wav,harp,1
flute_piece76462.wav,flute,1
violin_piece9129.wav,violin,1
harp_piece797.wav,harp,1
piano_piece36321.wav,piano,1
guitar_piece19176.wav,guitar,1
piano_piece90531.wav,piano,1
piano_piece2160.wav,piano,1
harp_piece62547.wav,harp,1
harp_piece38705.wav,harp,1
piano_piece31520.wav,piano,1
flute_piece24366.wav,flute,1
piano_piece2148.wav,piano,1
guitar_piece65113.wav,guitar,1
harp_piece81127.wav,harp,1
violin_piece99761.wav,violin,1
violin_piece85658.wav,violin,1
flute_piece27157.wav,flute,1
guitar_piece31101.wav,guitar,1
piano_piece20285.wav,piano,1
guitar_piece19205.wav,guitar,1
harp_piece77638.wav,harp,1
guitar_piece59092.wav,guitar,1
harp_piece3270.wav,harp,1
guitar_piece60546.wav,guitar,1
harp_piece70843.wav,harp,1
violin_piece23517.wav,violin,1
piano_piece82859.wav,piano,1
flute_piece83291.wav,flute,1
violin_piece20892.wav,violin,1
piano_piece13060.wav,piano,1
guitar_piece63442.wav,guitar,1
piano_piece31433.wav,piano,1
violin_piece18682.wav,violin,1
harp_piece77837.wav,harp,1
harp_piece3298.wav,harp,1
guitar_piece56750.wav,guitar,1
harp_piece26325.wav,harp,1
guitar_piece38524.wav,guitar,1
flute_piece16667.wav,flute,1
piano_piece54171.wav,piano,1
flute_piece61495.wav,flute,1
harp_piece45425.wav,harp,1
flute_piece58392.wav,flute,1
violin_piece27416.wav,violin,1
piano_piece55292.wav,piano,1
piano_piece38788.wav,piano,1
piano_piece2386.wav,piano,1
guitar_piece42718.wav,guitar,1
guitar_piece18293.wav,guitar,1
guitar_piece33134.wav,guitar,1
guitar_piece43250.wav,guitar,1
violin_piece20402.wav,violin,1
flute_piece83602.wav,flute,1
flute_piece58330.wav,flute,1
harp_piece75614.wav,harp,1
guitar_piece53768.wav,guitar,1
violin_piece73419.wav,violin,1
violin_piece65243.wav,violin,1
guitar_piece58295.wav,guitar,1
violin_piece53501.wav,violin,1
harp_piece13838.wav,harp,1
piano_piece609.wav,piano,1
piano_piece99121.wav,piano,1
violin_piece10581.wav,violin,1
violin_piece72720.wav,violin,1
piano_piece7566.wav,piano,1
guitar_piece86733.wav,guitar,1
guitar_piece96823.wav,guitar,1
guitar_piece51189.wav,guitar,1
flute_piece59699.wav,flute,1
violin_piece33577.wav,violin,1
guitar_piece16287.wav,guitar,1
guitar_piece57778.wav,guitar,1
flute_piece53549.wav,flute,1
flute_piece83661.wav,flute,1
flute_piece43872.wav,flute,1
violin_piece98941.wav,violin,1
guitar_piece67618.wav,guitar,1
piano_piece80245.wav,piano,1
flute_piece22818.wav,flute,1
flute_piece41958.wav,flute,1
violin_piece40468.wav,violin,1
flute_piece59673.wav,flute,1
guitar_piece70947.wav,guitar,1
harp_piece93874.wav,harp,1
guitar_piece28833.wav,guitar,1
violin_piece10665.wav,violin,1
harp_piece54842.wav,harp,1
harp_piece45796.wav,harp,1
flute_piece82428.wav,flute,1
piano_piece24561.wav,piano,1
harp_piece32383.wav,harp,1
piano_piece74522.wav,piano,1
guitar_piece70512.wav,guitar,1
flute_piece38516.wav,flute,1
violin_piece27143.wav,violin,1
guitar_piece4687.wav,guitar,1
violin_piece29551.wav,violin,1
flute_piece20791.wav,flute,1
harp_piece50168.wav,harp,1
flute_piece27307.wav,flute,1
guitar_piece35036.wav,guitar,1
piano_piece7609.wav,piano,1
piano_piece10714.wav,piano,1
piano_piece73347.wav,piano,1
violin_piece91162.wav,violin,1
guitar_piece64309.wav,guitar,1
flute_piece7059.wav,flute,1
harp_piece67176.wav,harp,1
harp_piece54832.wav,harp,1
harp_piece71168.wav,harp,1
harp_piece39802.wav,harp,1
flute_piece12150.wav,flute,1
violin_piece4974.wav,violin,1
flute_piece72631.wav,flute,1
piano_piece32140.wav,piano,1
violin_piece21432.wav,violin,1
flute_piece47274.wav,flute,1
harp_piece12270.wav,harp,1
guitar_piece59285.wav,guitar,1
violin_piece21656.wav,violin,1
piano_piece44399.wav,piano,1
flute_piece31944.wav,flute,1
piano_piece3412.wav,piano,1
violin_piece31057.wav,violin,1
guitar_piece73437.wav,guitar,1
harp_piece1015.wav,harp,1
harp_piece93470.wav,harp,1
guitar_piece76496.wav,guitar,1
violin_piece25054.wav,violin,1
harp_piece23015.wav,harp,1
harp_piece21509.wav,harp,1
piano_piece41092.wav,piano,1
guitar_piece46164.wav,guitar,1
guitar_piece80641.wav,guitar,1
piano_piece77334.wav,piano,1
piano_piece46260.wav,piano,1
guitar_piece74545.wav,guitar,1
flute_piece31169.wav,flute,1
piano_piece63840.wav,piano,1
guitar_piece30883.wav,guitar,1
harp_piece80620.wav,harp,1
guitar_piece99101.wav,guitar,1
guitar_piece4465.wav,guitar,1
piano_piece93414.wav,piano,1
piano_piece57377.wav,piano,1
guitar_piece48967.wav,guitar,1
violin_piece48648.wav,violin,1
flute_piece45288.wav,flute,1
violin_piece48885.wav,violin,1
harp_piece45817.wav,harp,1
flute_piece10262.wav,flute,1
guitar_piece39870.wav,guitar,1
flute_piece80057.wav,flute,1
violin_piece9536.wav,violin,1
violin_piece83144.wav,violin,1
violin_piece64069.wav,violin,1
piano_piece31004.wav,piano,1
harp_piece36782.wav,harp,1
guitar_piece78959.wav,guitar,1
guitar_piece26914.wav,guitar,1
harp_piece85737.wav,harp,1
violin_piece70127.wav,violin,1
violin_piece49626.wav,violin,1
guitar_piece89290.wav,guitar,1
piano_piece84798.wav,piano,1
guitar_piece31774.wav,guitar,1
flute_piece30404.wav,flute,1
violin_piece50041.wav,violin,1
violin_piece50034.wav,violin,1
guitar_piece44024.wav,guitar,1
piano_piece5568.wav,piano,1
harp_piece35166.wav,harp,1
harp_piece56536.wav,harp,1
guitar_piece76778.wav,guitar,1
guitar_piece31707.wav,guitar,1
guitar_piece73324.wav,guitar,1
flute_piece97842.wav,flute,1
flute_piece53739.wav,flute,1
violin_piece87730.wav,violin,1
guitar_piece96168.wav,guitar,1
violin_piece6715.wav,violin,1
harp_piece15593.wav,harp,1
piano_piece52820.wav,piano,1
flute_piece5503.wav,flute,1
violin_piece92044.wav,violin,1
violin_piece30809.wav,violin,1
violin_piece27383.wav,violin,1
flute_piece67241.wav,flute,1
harp_piece90868.wav,harp,1
flute_piece91550.wav,flute,1
piano_piece10093.wav,piano,1
violin_piece27961.wav,violin,1
piano_piece17493.wav,piano,1
piano_piece47754.wav,piano,1
harp_piece5514.wav,harp,1
guitar_piece32381.wav,guitar,1
piano_piece24484.wav,piano,1
violin_piece72403.wav,violin,1
flute_piece66783.wav,flute,1
guitar_piece63253.wav,guitar,1
piano_piece46535.wav,piano,1
violin_piece62237.wav,violin,1
piano_piece85924.wav,piano,1
harp_piece57993.wav,harp,1
violin_piece91816.wav,violin,1
piano_piece85580.wav,piano,1
guitar_piece45726.wav,guitar,1
guitar_piece62413.wav,guitar,1
piano_piece1783.wav,piano,1
piano_piece41916.wav,piano,1
piano_piece37834.wav,piano,1
harp_piece49749.wav,harp,1
violin_piece2620.wav,violin,1
piano_piece15653.wav,piano,1
flute_piece8946.wav,flute,1
piano_piece90669.wav,piano,1
flute_piece47762.wav,flute,1
guitar_piece2459.wav,guitar,1
piano_piece22161.wav,piano,1
violin_piece20032.wav,violin,1
piano_piece60368.wav,piano,1
harp_piece42372.wav,harp,1
piano_piece9462.wav,piano,1
violin_piece11630.wav,violin,1
violin_piece45167.wav,violin,1
flute_piece55309.wav,flute,1
guitar_piece5698.wav,guitar,1
guitar_piece19366.wav,guitar,1
guitar_piece756.wav,guitar,1
piano_piece31102.wav,piano,1
guitar_piece81930.wav,guitar,1
harp_piece60963.wav,harp,1
violin_piece68146.wav,violin,1
piano_piece15090.wav,piano,1
harp_piece81351.wav,harp,1
guitar_piece4751.wav,guitar,1
harp_piece58826.wav,harp,1
harp_piece29965.wav,harp,1
flute_piece54160.wav,flute,1
violin_piece49024.wav,violin,1
guitar_piece14459.wav,guitar,1
flute_piece35516.wav,flute,1
harp_piece78041.wav,harp,1
violin_piece97578.wav,violin,1
piano_piece92461.wav,piano,1
violin_piece83066.wav,violin,1
guitar_piece88945.wav,guitar,1
piano_piece45656.wav,piano,1
violin_piece16496.wav,violin,1
guitar_piece35694.wav,guitar,1
violin_piece36759.wav,violin,1
harp_piece3942.wav,harp,1
guitar_piece90088.wav,guitar,1
flute_piece86064.wav,flute,1
flute_piece92584.wav,flute,1
guitar_piece51208.wav,guitar,1
guitar_piece93587.wav,guitar,1
harp_piece7380.wav,harp,1
harp_piece60803.wav,harp,1
piano_piece93510.wav,piano,1
violin_piece23435.wav,violin,1
violin_piece22963.wav,violin,1
guitar_piece96873.wav,guitar,1
violin_piece92984.wav,violin,1
harp_piece20041.wav,harp,1
piano_piece89544.wav,piano,1
harp_piece36256.wav,harp,1
piano_piece88179.wav,piano,1
violin_piece96998.wav,violin,1
guitar_piece87871.wav,guitar,1
violin_piece99073.wav,violin,1
harp_piece52734.wav,harp,1
flute_piece42336.wav,flute,1
harp_piece14990.wav,harp,1
guitar_piece14608.wav,guitar,1
violin_piece62258.wav,violin,1
violin_piece84218.wav,violin,1
guitar_piece79846.wav,guitar,1
harp_piece61637.wav,harp,1
harp_piece86955.wav,harp,1
violin_piece15054.wav,violin,1
piano_piece41350.wav,piano,1
piano_piece72183.wav,piano,1
guitar_piece11107.wav,guitar,1
harp_piece25576.wav,harp,1
piano_piece34955.wav,piano,1
guitar_piece44417.wav,guitar,1
guitar_piece58375.wav,guitar,1
guitar_piece73878.wav,guitar,1
flute_piece85836.wav,flute,1
guitar_piece22580.wav,guitar,1
guitar_piece86267.wav,guitar,1
piano_piece21846.wav,piano,1
guitar_piece52184.wav,guitar,1
piano_piece4010.wav,piano,1
piano_piece56800.wav,piano,1
flute_piece90010.wav,flute,1
flute_piece90610.wav,flute,1
violin_piece70579.wav,violin,1
harp_piece73539.wav,harp,1
flute_piece14946.wav,flute,1
harp_piece20095.wav,harp,1
piano_piece20551.wav,piano,1
violin_piece73269.wav,violin,1
piano_piece17675.wav,piano,1
flute_piece48414.wav,flute,1
harp_piece77461.wav,harp,1
violin_piece24134.wav,violin,1
harp_piece10170.wav,harp,1
harp_piece79210.wav,harp,1
violin_piece43557.wav,violin,1
piano_piece18778.wav,piano,1
piano_piece20724.wav,piano,1
piano_piece10143.wav,piano,1
flute_piece54251.wav,flute,1
flute_piece70864.wav,flute,1
flute_piece63090.wav,flute,1
piano_piece60381.wav,piano,1
flute_piece53609.wav,flute,1
harp_piece10640.wav,harp,1
harp_piece70694.wav,harp,1
harp_piece95714.wav,harp,1
harp_piece23929.wav,harp,1
guitar_piece63873.wav,guitar,1
piano_piece29821.wav,piano,1
flute_piece61017.wav,flute,1
piano_piece69098.wav,piano,1
violin_piece17578.wav,violin,1
harp_piece52903.wav,harp,1
guitar_piece85143.wav,guitar,1
violin_piece98409.wav,violin,1
harp_piece46937.wav,harp,1
guitar_piece38592.wav,guitar,1
harp_piece60362.wav,harp,1
piano_piece49557.wav,piano,1
piano_piece29013.wav,piano,1
flute_piece65409.wav,flute,1
harp_piece2650.wav,harp,1
harp_piece6296.wav,harp,1
violin_piece65495.wav,violin,1
guitar_piece54202.wav,guitar,1
harp_piece96486.wav,harp,1
violin_piece32781.wav,violin,1
guitar_piece13739.wav,guitar,1
violin_piece50614.wav,violin,1
guitar_piece96438.wav,guitar,1
piano_piece88482.wav,piano,1
guitar_piece72879.wav,guitar,1
guitar_piece19505.wav,guitar,1
guitar_piece12105.wav,guitar,1
harp_piece29381.wav,harp,1
piano_piece99461.wav,piano,1
harp_piece5434.wav,harp,1
flute_piece4685.wav,flute,1
flute_piece76648.wav,flute,1
flute_piece76681.wav,flute,1
piano_piece6461.wav,piano,1
harp_piece75618.wav,harp,1
guitar_piece14293.wav,guitar,1
flute_piece99776.wav,flute,1
piano_piece32805.wav,piano,1
piano_piece89630.wav,piano,1
harp_piece55426.wav,harp,1
piano_piece25493.wav,piano,1
violin_piece29064.wav,violin,1
guitar_piece11365.wav,guitar,1
harp_piece28775.wav,harp,1
piano_piece50253.wav,piano,1
piano_piece31673.wav,piano,1
flute_piece79699.wav,flute,1
piano_piece24744.wav,piano,1
violin_piece91164.wav,violin,1
guitar_piece82334.wav,guitar,1
harp_piece63541.wav,harp,1
violin_piece82704.wav,violin,1
piano_piece77444.wav,piano,1
guitar_piece46801.wav,guitar,1
violin_piece11204.wav,violin,1
violin_piece37556.wav,violin,1
flute_piece27800.wav,flute,1
violin_piece94524.wav,violin,1
flute_piece15431.wav,flute,1
piano_piece27277.wav,piano,1
piano_piece51462.wav,piano,1
harp_piece85618.wav,harp,1
violin_piece55923.wav,violin,1
piano_piece34483.wav,piano,1
harp_piece215.wav,harp,1
guitar_piece68872.wav,guitar,1
guitar_piece85423.wav,guitar,1
flute_piece98305.wav,flute,1
violin_piece39292.wav,violin,1
piano_piece69384.wav,piano,1
violin_piece29114.wav,violin,1
violin_piece31562.wav,violin,1
violin_piece25880.wav,violin,1
flute_piece42347.wav,flute,1
violin_piece83586.wav,violin,1
guitar_piece91186.wav,guitar,1
guitar_piece3435.wav,guitar,1
piano_piece89339.wav,piano,1
guitar_piece13719.wav,guitar,1
guitar_piece9131.wav,guitar,1
piano_piece53389.wav,piano,1
piano_piece52566.wav,piano,1
guitar_piece50720.wav,guitar,1
harp_piece60941.wav,harp,1
flute_piece99347.wav,flute,1
guitar_piece54439.wav,guitar,1
flute_piece34782.wav,flute,1
harp_piece61980.wav,harp,1
guitar_piece38482.wav,guitar,1
piano_piece27278.wav,piano,1
violin_piece16980.wav,violin,1
piano_piece32928.wav,piano,1
flute_piece18418.wav,flute,1
harp_piece31519.wav,harp,1
guitar_piece66284.wav,guitar,1
violin_piece53034.wav,violin,1
piano_piece60128.wav,piano,1
harp_piece97620.wav,harp,1
guitar_piece92828.wav,guitar,1
piano_piece55474.wav,piano,1
violin_piece43579.wav,violin,1
flute_piece49758.wav,flute,1
flute_piece8079.wav,flute,1
flute_piece821.wav,flute,1
violin_piece94117.wav,violin,1
flute_piece67994.wav,flute,1
harp_piece44018.wav,harp,1
harp_piece67074.wav,harp,1
guitar_piece8221.wav,guitar,1
piano_piece46358.wav,piano,1
violin_piece19484.wav,violin,1
violin_piece12978.wav,violin,1
guitar_piece28388.wav,guitar,1
flute_piece65901.wav,flute,1
violin_piece11460.wav,violin,1
flute_piece30161.wav,flute,1
violin_piece38620.wav,violin,1
harp_piece68910.wav,harp,1
harp_piece90408.wav,harp,1
harp_piece56794.wav,harp,1
violin_piece93015.wav,violin,1
violin_piece57064.wav,violin,1
flute_piece92384.wav,flute,1
flute_piece32210.wav,flute,1
flute_piece47187.wav,flute,1
flute_piece29653.wav,flute,1
violin_piece79839.wav,violin,1
guitar_piece91534.wav,guitar,1
flute_piece15908.wav,flute,1
guitar_piece70772.wav,guitar,1
piano_piece63649.wav,piano,1
violin_piece36606.wav,violin,1
flute_piece1686.wav,flute,1
harp_piece31213.wav,harp,1
guitar_piece79180.wav,guitar,1
guitar_piece72417.wav,guitar,1
flute_piece60874.wav,flute,1
flute_piece30473.wav,flute,1
flute_piece16205.wav,flute,1
flute_piece79623.wav,flute,1
piano_piece50934.wav,piano,1
flute_piece93506.wav,flute,1
piano_piece8244.wav,piano,1
flute_piece13124.wav,flute,1
flute_piece84254.wav,flute,1
piano_piece27746.wav,piano,1
piano_piece29555.wav,piano,1
flute_piece57316.wav,flute,1
flute_piece68323.wav,flute,1
flute_piece31742.wav,flute,1
harp_piece3925.wav,harp,1
flute_piece61886.wav,flute,1
flute_piece47530.wav,flute,1
harp_piece26584.wav,harp,1
flute_piece43592.wav,flute,1
harp_piece31821.wav,harp,1
flute_piece84959.wav,flute,1
harp_piece67141.wav,harp,1
guitar_piece56833.wav,guitar,1
flute_piece57897.wav,flute,1
guitar_piece87024.wav,guitar,1
piano_piece35236.wav,piano,1
violin_piece42538.wav,violin,1
guitar_piece84407.wav,guitar,1
guitar_piece91569.wav,guitar,1
piano_piece37632.wav,piano,1
violin_piece40850.wav,violin,1
flute_piece89619.wav,flute,1
guitar_piece1717.wav,guitar,1
flute_piece88334.wav,flute,1
violin_piece41344.wav,violin,1
harp_piece14158.wav,harp,1
guitar_piece33489.wav,guitar,1
flute_piece66506.wav,flute,1
piano_piece78550.wav,piano,1
piano_piece88128.wav,piano,1
guitar_piece41500.wav,guitar,1
flute_piece66424.wav,flute,1
flute_piece42023.wav,flute,1
piano_piece2443.wav,piano,1
piano_piece92707.wav,piano,1
harp_piece35350.wav,harp,1
piano_piece73069.wav,piano,1
violin_piece64422.wav,violin,1
flute_piece78707.wav,flute,1
piano_piece11004.wav,piano,1
piano_piece62874.wav,piano,1
guitar_piece73892.wav,guitar,1
flute_piece92931.wav,flute,1
violin_piece80260.wav,violin,1
piano_piece76103.wav,piano,1
flute_piece1869.wav,flute,1
violin_piece32028.wav,violin,1
guitar_piece87220.wav,guitar,1
piano_piece28148.wav,piano,1
piano_piece7706.wav,piano,1
guitar_piece26907.wav,guitar,1
guitar_piece92498.wav,guitar,1
guitar_piece93940.wav,guitar,1
piano_piece67576.wav,piano,1
piano_piece7842.wav,piano,1
harp_piece10902.wav,harp,1
guitar_piece20238.wav,guitar,1
flute_piece87414.wav,flute,1
guitar_piece55953.wav,guitar,1
guitar_piece4250.wav,guitar,1
guitar_piece3280.wav,guitar,1
flute_piece61376.wav,flute,1
harp_piece32450.wav,harp,1
flute_piece60512.wav,flute,1
flute_piece88502.wav,flute,1
flute_piece15822.wav,flute,1
flute_piece91346.wav,flute,1
guitar_piece45254.wav,guitar,1
piano_piece261.wav,piano,1
guitar_piece61484.wav,guitar,1
piano_piece90524.wav,piano,1
flute_piece39995.wav,flute,1
harp_piece90023.wav,harp,1
violin_piece62938.wav,violin,1
harp_piece74105.wav,harp,1
guitar_piece11355.wav,guitar,1
flute_piece35191.wav,flute,1
flute_piece36162.wav,flute,1
flute_piece86547.wav,flute,1
harp_piece96852.wav,harp,1
violin_piece66765.wav,violin,1
flute_piece11213.wav,flute,1
flute_piece34481.wav,flute,1
harp_piece99000.wav,harp,1
flute_piece33994.wav,flute,1
violin_piece59145.wav,violin,1
harp_piece34218.wav,harp,1
harp_piece78716.wav,harp,1
flute_piece53688.wav,flute,1
flute_piece71677.wav,flute,1
flute_piece22127.wav,flute,1
violin_piece8302.wav,violin,1
guitar_piece46517.wav,guitar,1
guitar_piece45332.wav,guitar,1
piano_piece70636.wav,piano,1
flute_piece4604.wav,flute,1
flute_piece32584.wav,flute,1
violin_piece21944.wav,violin,1
piano_piece70645.wav,piano,1
guitar_piece79519.wav,guitar,1
harp_piece31244.wav,harp,1
flute_piece98210.wav,flute,1
violin_piece85282.wav,violin,1
piano_piece28547.wav,piano,1
flute_piece33614.wav,flute,1
violin_piece26211.wav,violin,1
flute_piece50546.wav,flute,1
flute_piece53530.wav,flute,1
flute_piece34496.wav,flute,1
guitar_piece19208.wav,guitar,1
flute_piece15139.wav,flute,1
flute_piece64632.wav,flute,1
piano_piece53813.wav,piano,1
guitar_piece19558.wav,guitar,1
violin_piece19452.wav,violin,1
harp_piece92133.wav,harp,1
harp_piece17426.wav,harp,1
guitar_piece88806.wav,guitar,1
piano_piece1614.wav,piano,1
guitar_piece91306.wav,guitar,1
harp_piece61908.wav,harp,1
guitar_piece8798.wav,guitar,1
guitar_piece72711.wav,guitar,1
violin_piece91452.wav,violin,1
harp_piece63774.wav,harp,1
violin_piece89964.wav,violin,1
harp_piece87794.wav,harp,1
harp_piece84161.wav,harp,1
violin_piece95075.wav,violin,1
guitar_piece95973.wav,guitar,1
guitar_piece58786.wav,guitar,1
flute_piece949.wav,flute,1
flute_piece15169.wav,flute,1
violin_piece93607.wav,violin,1
guitar_piece79224.wav,guitar,1
guitar_piece45805.wav,guitar,1
harp_piece77064.wav,harp,1
flute_piece69292.wav,flute,1
piano_piece97192.wav,piano,1
guitar_piece51580.wav,guitar,1
guitar_piece97170.wav,guitar,1
guitar_piece44706.wav,guitar,1
piano_piece61700.wav,piano,1
harp_piece48407.wav,harp,1
piano_piece57402.wav,piano,1
violin_piece48136.wav,violin,1
guitar_piece59946.wav,guitar,1
guitar_piece98726.wav,guitar,1
violin_piece26284.wav,violin,1
piano_piece75654.wav,piano,1
piano_piece91492.wav,piano,1
violin_piece29607.wav,violin,1
piano_piece77342.wav,piano,1
piano_piece40746.wav,piano,1
piano_piece99495.wav,piano,1
flute_piece8409.wav,flute,1
violin_piece98475.wav,violin,1
flute_piece97528.wav,flute,1
piano_piece24597.wav,piano,1
harp_piece11798.wav,harp,1
violin_piece13654.wav,violin,1
flute_piece39270.wav,flute,1
